id,city_id,name,pob_total,pob_mas,pob_fem
621,Manzanillo,El Para,6,*,*
622,Manzanillo,El Ciruelo,1,*,*
623,Manzanillo,La Taberna,2,*,*
624,Manzanillo,El Metate,1,*,*
625,Manzanillo,Don Fortino,17,9,8
626,Manzanillo,Rancho Fiesta,8,5,3
627,Manzanillo,Majagua,2,*,*
628,Manzanillo,San Jose de Lumber (Piedra Redonda),129,72,57
629,Manzanillo,Los Vishis,5,*,*
630,Manzanillo,Llano de la Marina,290,141,149
631,Manzanillo,Crucero Rio Marabasco,19,12,7
632,Manzanillo,Rancho Alegre,1,*,*
633,Manzanillo,El Astillero,1,*,*
634,Manzanillo,Rancho la Y,5,*,*
635,Manzanillo,La Papayera,5,4,1
636,Manzanillo,Los Rebajes,8,*,*
637,Manzanillo,San Antonio,2,*,*
638,Manzanillo,Las Primaveras,2,*,*
639,Manzanillo,El Frijol,11,*,*
640,Manzanillo,Los Patos,1,*,*
641,Manzanillo,Candido Melgoza,2,*,*
642,Manzanillo,El Malecon Dos,3,*,*
643,Manzanillo,Javier Parra (La Lety),8,*,*
644,Manzanillo,Jesus Guerrero,1,*,*
645,Manzanillo,El Gavilancillo (Mario Magallon),5,*,*
646,Manzanillo,San Jorge,14,5,9
647,Manzanillo,Tierra sin Nombre,5,*,*
648,Manzanillo,San Jose,2,*,*
649,Manzanillo,Jose Villanueva,1,*,*
650,Manzanillo,La Mira,22,9,13
651,Manzanillo,Rancho Costa Rica,6,*,*
652,Manzanillo,El Chocohuiztle,2,*,*
653,Manzanillo,La Higuera,7,*,*
654,Manzanillo,Santa Rita,1,*,*
655,Manzanillo,Crucero del Aeropuerto,1,*,*
656,Manzanillo,El Naranjo,3,*,*
657,Manzanillo,Las Parotas,4,*,*
658,Manzanillo,La Pina,12,5,7
659,Manzanillo,Las Cuatas,5,*,*
660,Manzanillo,San Gabriel,6,*,*
661,Manzanillo,Los Achotes,2,*,*
662,Manzanillo,La Aldea,5,*,*
663,Manzanillo,CERESO,557,*,*
664,Manzanillo,Los Ciruelos,6,*,*
665,Manzanillo,Colomitos,5,*,*
666,Manzanillo,El Garcero,774,411,363
667,Manzanillo,La Cima del Progreso,300,153,147
668,Manzanillo,CRIP,3,*,*
669,Manzanillo,Crucero el Vidrio (Los Marquez),12,7,5
670,Manzanillo,Ignacio Carrasco,3,*,*
671,Manzanillo,Don Sedol Bautista,1,*,*
672,Manzanillo,Ninguno [Empacadora de Limon],3,*,*
673,Manzanillo,La Gloria del Pescador (El Ciruelo),1,*,*
674,Manzanillo,El Cacao,3,*,*
675,Manzanillo,Jose Abel Sandoval,3,*,*
676,Manzanillo,El Alazan,5,*,*
677,Manzanillo,La Laguna,2,*,*
678,Manzanillo,Casitas Juluapan (Vida del Mar),44,19,25
679,Manzanillo,La Parota,3,*,*
680,Manzanillo,Las Primaveras,3,*,*
681,Manzanillo,Los Gallardo (Javier Mata),1,*,*
682,Manzanillo,Rancho de Miguel Mendoza,5,*,*
683,Manzanillo,Rancho del Coco (Victor Cernas),4,*,*
684,Manzanillo,La Arena (Jose Luis Suarez),7,*,*
685,Manzanillo,Los Tres Bellis,5,*,*
686,Manzanillo,Ninguno [Trituradora del Municipio],4,*,*
687,Manzanillo,De Varela,3,*,*
688,Manzanillo,El Colomo [Gasolinera],7,*,*
689,Manzanillo,Lanca,3,*,*
690,Manzanillo,Los Corales (Leon Velasco),2,*,*
691,Manzanillo,La Esmeralda,11,*,*
692,Manzanillo,Punta de Campos,39,20,19
693,Manzanillo,Puente Enramada Ventanas,5,3,2
694,Manzanillo,Barranquilla de la Cuasia,3,*,*
695,Manzanillo,Buenos Aires Cuatro,2,*,*
696,Manzanillo,El California,5,*,*
697,Manzanillo,El Camichin,1,*,*
698,Manzanillo,Carlos Velasco (El Profesor),3,*,*
699,Manzanillo,Casa Culin,5,*,*
700,Manzanillo,Ninguno [Centro de Espectaculos Santiago],4,*,*
701,Manzanillo,Colonia la Lupita,31,17,14
702,Manzanillo,Cosme Winter,7,*,*
703,Manzanillo,Eduardo Camacho,3,*,*
704,Manzanillo,Ejido Nuevo de Salahua,2,*,*
705,Manzanillo,La Esperanza (El Tepalcate),2,*,*
706,Manzanillo,Rincon de los Larios,7,*,*
707,Manzanillo,El Eden,8,*,*
708,Manzanillo,Javier Zepeda,2,*,*
709,Manzanillo,Marcos Mendia Jimenez (Los Loros),4,*,*
710,Manzanillo,Maximino Rios,2,*,*
711,Manzanillo,La Compuerta [Obradores],1,*,*
712,Manzanillo,La Parota,8,*,*
713,Manzanillo,Paso del Norte,3,*,*
714,Manzanillo,Pedro Martinez,4,*,*
715,Manzanillo,Rafael Vera,4,*,*
716,Manzanillo,Rebalse (Rancho Cervantes),26,15,11
717,Manzanillo,Santa Rita (Pedro Herrera),1,*,*
718,Manzanillo,Las Torres,5,*,*
719,Manzanillo,El Velero,1,*,*
720,Manzanillo,San Ignacio,42,20,22
721,Manzanillo,Armando Gutierrez,2,*,*
722,Manzanillo,El Naranjo,5,*,*
723,Manzanillo,La Parota (Los Rincon),2,*,*
724,Manzanillo,Villa Cipres,2,*,*
725,Manzanillo,Agua Zarca,5,*,*
726,Manzanillo,Mi Ranchito,11,6,5
727,Manzanillo,Las Isabeles,4,*,*
728,Manzanillo,Manuel Carrasco Gomez,5,*,*
729,Manzanillo,Los Pinitos,3,*,*
730,Manzanillo,Crucero el Petatero,7,*,*
731,Manzanillo,El Ancla,2,*,*
732,Manzanillo,El Balin,2,*,*
733,Manzanillo,El Cerrito,3,*,*
734,Manzanillo,El Habillal,1,*,*
735,Manzanillo,El Mirador,3,*,*
736,Manzanillo,La Cabana de Don Andres,7,*,*
737,Manzanillo,Los Alcatraces,3,*,*
738,Manzanillo,Rancho Ochoa la Aventura,1,*,*
739,Manzanillo,Tres Camichines,2,*,*
740,Manzanillo,San Carlos,28,14,14
741,Manzanillo,Casas Gemelas,9,*,*
742,Manzanillo,El Real,7,*,*
743,Manzanillo,La Cumbre,3,*,*
744,Manzanillo,La Laguna,1,*,*
745,Manzanillo,Las Colimillas,5,*,*
746,Manzanillo,Los Robles,4,*,*
747,Manzanillo,Puntilla de Tepalcates,2,*,*
751,Minatitlan,Minatitlan,4588,2326,2262
752,Minatitlan,Agua Fria,15,8,7
753,Minatitlan,Agua Salada,278,153,125
754,Minatitlan,Las Agujas,12,9,3
755,Minatitlan,El Arrayanal,99,57,42
756,Minatitlan,Campamento Uno (Consorcio),2,*,*
757,Minatitlan,El Convento,17,7,10
758,Minatitlan,Las Guasimas,41,23,18
759,Minatitlan,La Loma,309,163,146
760,Minatitlan,El Nogal,16,8,8
761,Minatitlan,Platanarillos,17,9,8
762,Minatitlan,La Playa (La Playita),118,58,60
763,Minatitlan,Potrero Grande,67,40,27
764,Minatitlan,Ranchitos,86,44,42
765,Minatitlan,Rastrojitos,16,8,8
766,Minatitlan,San Antonio,205,93,112
767,Minatitlan,El Sauz,134,74,60
768,Minatitlan,El Terrero,121,66,55
769,Minatitlan,La Tuna,7,*,*
770,Minatitlan,El Aparejito,14,10,4
771,Minatitlan,La Parota Herrada,4,*,*
772,Minatitlan,La Coconal,87,47,40
773,Minatitlan,Otatitos,1,*,*
774,Minatitlan,Paticajo,718,353,365
775,Minatitlan,Benito Juarez de Pena Colorada (El Poblado),918,480,438
776,Minatitlan,El Fresno,7,5,2
777,Minatitlan,La Joya de Afuera,4,*,*
778,Minatitlan,El Molino,4,*,*
779,Minatitlan,El Divisadero Dos,2,*,*
780,Minatitlan,El Terrero Dos,2,*,*
781,Minatitlan,Las Pesadas,72,44,28
782,Minatitlan,La Agua Buena,3,*,*
783,Minatitlan,Las Mulas,3,*,*
784,Minatitlan,El Platanar,164,81,83
785,Minatitlan,Potrerillos,6,*,*
786,Minatitlan,Buenos Aires,2,*,*
787,Minatitlan,El Cedrito,1,*,*
788,Minatitlan,Rancho Escondido (Maria Sandoval de la Cruz),5,*,*
789,Minatitlan,Minatitlan,8,3,5
790,Minatitlan,Benjamin Campos,1,*,*
794,Tecoman,Tecoman,85689,42909,42780
795,Tecoman,El Bajio,3,*,*
796,Tecoman,El Balcon,2,*,*
797,Tecoman,Colonia Bayardo,5689,2841,2848
798,Tecoman,La Boca de Apiza,3,*,*
799,Tecoman,Boca de Pascuales,101,55,46
800,Tecoman,Cabeza de Toro,21,12,9
801,Tecoman,Caleras,1744,897,847
802,Tecoman,Callejones,335,174,161
803,Tecoman,Tecuanillo [Balneario],34,23,11
804,Tecoman,Casa Blanca,9,*,*
805,Tecoman,Cerro de Ortega,7598,3931,3667
806,Tecoman,Los Ciruelos,16,9,7
807,Tecoman,Cofradia de Hidalgo (Laguna de Alcuzahue),322,161,161
808,Tecoman,Cofradia de Morelos,2339,1195,1144
809,Tecoman,Colonia Ladislao Moreno,686,343,343
810,Tecoman,La Cruz del Sur,4,*,*
811,Tecoman,La Cuarta,324,168,156
812,Tecoman,Chalipa,1,*,*
813,Tecoman,Chanchopa,231,122,109
814,Tecoman,Chanilama,7,*,*
815,Tecoman,El Delirio,5,*,*
816,Tecoman,La Escondida,4,*,*
817,Tecoman,Pandol,6,*,*
818,Tecoman,La Gloria,1,*,*
819,Tecoman,Rancho Gomez,25,12,13
820,Tecoman,El Gringo,4,*,*
821,Tecoman,Hermosillo,3,*,*
822,Tecoman,El Llano,1,*,*
823,Tecoman,Madrid,3790,1923,1867
824,Tecoman,Los Manolos,2,*,*
825,Tecoman,La Mascota,4,*,*
826,Tecoman,La Merced,3,*,*
827,Tecoman,El Naranjo,10,*,*
828,Tecoman,El Palenque,52,24,28
829,Tecoman,Papaloapan,5,*,*
830,Tecoman,La Parotita,6,*,*
831,Tecoman,Pascuales,1,*,*
832,Tecoman,El Porvenir,40,24,16
833,Tecoman,Puerta de Caleras,27,14,13
834,Tecoman,El Refugio (Casa Blanca),4,*,*
835,Tecoman,San Lorenzo [Villa Union Unidad Agricola],5,*,*
836,Tecoman,Dos Rositas,18,10,8
837,Tecoman,La Salada,66,37,29
838,Tecoman,San angel,5,*,*
839,Tecoman,San Antonio (Valle Nuevo),22,13,9
840,Tecoman,San Miguel,2,*,*
841,Tecoman,Tropitec (San Isidro),1,*,*
842,Tecoman,San Juan,4,*,*
843,Tecoman,San Martin,4,*,*
844,Tecoman,San Miguel,4,*,*
845,Tecoman,San Miguel del Ojo de Agua,392,205,187
846,Tecoman,Santa Anita,9,*,*
847,Tecoman,El Saucito,162,87,75
848,Tecoman,El Sifon,9,*,*
849,Tecoman,La Tarecua,7,*,*
850,Tecoman,Tecolapa,868,447,421
851,Tecoman,El Triunfo,3,*,*
852,Tecoman,Crucero de Turla,4,3,1
853,Tecoman,Valle Nuevo,3,*,*
854,Tecoman,Villa Chica,5,*,*
855,Tecoman,El Ahijadero,5,*,*
856,Tecoman,Los alvarez Uno,3,*,*
857,Tecoman,Los alvarez Dos (Juan Pedro),15,*,*
858,Tecoman,El Buen Vecino,3,*,*
859,Tecoman,Las Brisas,5,*,*
860,Tecoman,El Cairo,4,*,*
861,Tecoman,Rancho Camelina,24,*,*
862,Tecoman,Cerrito de Aguilar,15,9,6
863,Tecoman,Chanilama,7,*,*
864,Tecoman,El Chorizo,6,*,*
865,Tecoman,Los Desmontes,7,*,*
866,Tecoman,Los Arcos (Pozo Cuatro),1,*,*
867,Tecoman,El Rosario (El Casco),3,*,*
868,Tecoman,Mascota [Balneario el Real],59,33,26
869,Tecoman,Las Guasimas,1,*,*
870,Tecoman,La Perla del Pacifico,20,14,6
871,Tecoman,La Ilusion,3,*,*
872,Tecoman,El Jarocho,7,*,*
873,Tecoman,El Jarano,2,*,*
874,Tecoman,El Mayorazgo,11,*,*
875,Tecoman,Mocambo,6,*,*
876,Tecoman,El Mirador,9,*,*
877,Tecoman,La Manzanilla,4,*,*
878,Tecoman,El Mariachi,3,*,*
879,Tecoman,Nuevo Mexico,4,*,*
880,Tecoman,Ejido Santiago Tecoman Dos,3,*,*
881,Tecoman,Los Pocitos (El Palmito),7,4,3
882,Tecoman,Rancho Verde,2,*,*
883,Tecoman,Juan Pedro,26,18,8
884,Tecoman,El Diecinueve,5,*,*
885,Tecoman,Doble R,5,*,*
886,Tecoman,Balleza,7,*,*
887,Tecoman,Silvestre (El Fenix),6,*,*
888,Tecoman,San Jose,5,*,*
889,Tecoman,San Rafael,8,*,*
890,Tecoman,San Martin,1,*,*
891,Tecoman,El Tunel (Hector Manuel Santiago),4,*,*
892,Tecoman,Villa Hermosa,6,*,*
893,Tecoman,El Verano,5,*,*
894,Tecoman,Zanja Prieta,6,*,*
895,Tecoman,La Hacienda del Cerro (La Zapotera),7,*,*
896,Tecoman,Cantarranas (Los Amiales),3,*,*
897,Tecoman,La Palmita,12,8,4
898,Tecoman,San Rafael,1,*,*
899,Tecoman,La Primavera,3,*,*
900,Tecoman,Jesus Ramirez,1,*,*
901,Tecoman,La Palmita,7,*,*
902,Tecoman,San Miguel,6,*,*
903,Tecoman,San Antonio,1,*,*
904,Tecoman,Humberto Moreno,5,*,*
905,Tecoman,Santa Maria,3,*,*
906,Tecoman,El Ahijadero Dos,10,*,*
907,Tecoman,Los Amigos,6,*,*
908,Tecoman,La Candelaria,2,*,*
909,Tecoman,Camichines,1,*,*
910,Tecoman,La Carpa,2,*,*
911,Tecoman,Chanilama,1,*,*
912,Tecoman,La Fortuna [Empacadora],9,*,*
913,Tecoman,La Consentida [Granja],4,*,*
914,Tecoman,Santa Elena [Granja],7,*,*
915,Tecoman,El Mecinal (El Guamuchil),3,*,*
916,Tecoman,El Guayabal,5,*,*
917,Tecoman,Palo Cahuite (Guillermo Arreguin),2,*,*
918,Tecoman,Limones Tonys [Industrial Limonera],3,*,*
919,Tecoman,Alberto Gudino,5,*,*
920,Tecoman,Jose Salazar,1,*,*
921,Tecoman,El Limon,12,7,5
922,Tecoman,La Lucita,4,*,*
923,Tecoman,Las Mercedes,16,5,11
924,Tecoman,La Miseria,3,*,*
925,Tecoman,Los Horcones,8,*,*
926,Tecoman,Villa San Jose,10,*,*
927,Tecoman,Salvador Ramirez,2,*,*
928,Tecoman,Ninguno [Pozo Cinco SARH],5,*,*
929,Tecoman,Rancho el Bonito,11,*,*
930,Tecoman,Laguna de Amela (Rancho),1,*,*
931,Tecoman,El Pilar,6,*,*
932,Tecoman,El Siete,13,*,*
933,Tecoman,San Luis,1,*,*
934,Tecoman,Rancho Valenzuela,11,*,*
935,Tecoman,El Rocio,7,*,*
936,Tecoman,El Rodeo,6,*,*
937,Tecoman,Palo Cahuite (Francisco Arceo),4,*,*
938,Tecoman,El Rosario,7,*,*
939,Tecoman,El Sacrificio,26,17,9
940,Tecoman,San Cristobal,6,*,*
941,Tecoman,El Rincon (San Jose),7,5,2
942,Tecoman,San Nicolas,9,*,*
943,Tecoman,Salsipuedes,15,8,7
944,Tecoman,Sergio Verduzco,1,*,*
945,Tecoman,Tres de Noviembre,17,10,7
946,Tecoman,Valle Viejo,5,*,*
947,Tecoman,El Yaqui,14,*,*
948,Tecoman,Rancho Nuevo,2,*,*
949,Tecoman,San Miguel,6,*,*
950,Tecoman,Felipe Torres,10,*,*
951,Tecoman,FLEPSA [Frutas y Legumbres del Pacifico],1,*,*
952,Tecoman,La Guadalupana,2,*,*
953,Tecoman,El Guayabal,2,*,*
954,Tecoman,Las Humedades,5,*,*
955,Tecoman,Loma Bonita,5,*,*
956,Tecoman,La Era (Lucio Leon),4,*,*
957,Tecoman,Maria Refugio de Michel,1,*,*
958,Tecoman,El Pacifico,6,*,*
959,Tecoman,Parota de Espinoza,3,*,*
960,Tecoman,Presa Derivadora Gregorio Torres Quintero,1,*,*
961,Tecoman,Nuevo Avemaria,8,*,*
962,Tecoman,La Mina,5,*,*
963,Tecoman,El Marino (Ratonera),4,*,*
964,Tecoman,La Ratonera Dos,1,*,*
965,Tecoman,La Ratonera Cuatro,3,*,*
966,Tecoman,El alamo,3,*,*
967,Tecoman,Los Retonos,5,*,*
968,Tecoman,El Salvador (La Parotita),8,*,*
969,Tecoman,San Carlos,4,*,*
970,Tecoman,San Ignacio,3,*,*
971,Tecoman,Sigifredo Gudino,1,*,*
972,Tecoman,El Triangulo (Juan Madrigal),4,*,*
973,Tecoman,La Ceiba [Vivero],5,*,*
974,Tecoman,Laguna de Alcuzahue,36,17,19
975,Tecoman,El Refugio,2,*,*
976,Tecoman,El Tesoro,6,*,*
977,Tecoman,El Jacalon,3,*,*
978,Tecoman,La Perla,6,*,*
979,Tecoman,Rancho Rosaritos,13,*,*
980,Tecoman,Mis Tesoros,2,*,*
981,Tecoman,Los Laureles,3,*,*
982,Tecoman,Rancho Leo (Mercedes del Real),8,*,*
983,Tecoman,La Lagunilla,8,*,*
984,Tecoman,angeles de los Infiernos,13,6,7
985,Tecoman,El Chupadero,2,*,*
986,Tecoman,La Ilusion (Los Mendoza),1,*,*
987,Tecoman,El Ranchito,4,*,*
988,Tecoman,El Venado,3,*,*
989,Tecoman,Villa Esther,9,6,3
990,Tecoman,Alfonso Cardenas,1,*,*
991,Tecoman,La Lupita,10,*,*
992,Tecoman,Las animas,2,*,*
993,Tecoman,Arturo Pena,17,*,*
994,Tecoman,El Caguamo (Dos Arbolitos),1,*,*
995,Tecoman,Los Gonzalez,2,*,*
996,Tecoman,El Capricho,7,*,*
997,Tecoman,La Carpa Dos,1,*,*
998,Tecoman,El Casco (Pozo Nueve),6,*,*
999,Tecoman,El Cazador (San Lorenzo),4,*,*
1000,Tecoman,La Ceiba,4,*,*
1001,Tecoman,El Cobano,2,*,*
1002,Tecoman,La Primavera,4,*,*
1003,Tecoman,Laguna de Alcuzahue (Cooperativa),3,*,*
1004,Tecoman,El Corralito,4,*,*
1005,Tecoman,La Curva,5,*,*
1006,Tecoman,Custodio Aguilar (El Pedregal),4,*,*
1007,Tecoman,Cocoteros,8,*,*
1008,Tecoman,El Eden [Vivero],3,*,*
1009,Tecoman,El Eden,1,*,*
1010,Tecoman,Enrique Mendoza,5,*,*
1011,Tecoman,El Huizache,7,*,*
1012,Tecoman,Guillermo Chacon,1,*,*
1013,Tecoman,Rancho Viejo (Hermanos Vazquez),3,*,*
1014,Tecoman,Las Higuerillas,6,*,*
1015,Tecoman,Las Parotas (Humberto Vargas),7,*,*
1016,Tecoman,Jesus Salas,3,*,*
1017,Tecoman,El Jinete,7,*,*
1018,Tecoman,Jorge Ochoa,2,*,*
1019,Tecoman,Adolfo Verduzco,1,*,*
1020,Tecoman,La Granja [Restaurante],3,*,*
1021,Tecoman,Lucio Guerrero,9,*,*
1022,Tecoman,La Colmena,7,*,*
1023,Tecoman,Los Pena,5,*,*
1024,Tecoman,Maria Trinidad Cardona,3,*,*
1025,Tecoman,Martin Pinto,6,*,*
1026,Tecoman,Seis Potrillos,2,*,*
1027,Tecoman,Microondas,4,*,*
1028,Tecoman,Los Naranjos,8,*,*
1029,Tecoman,Las Olas,3,*,*
1030,Tecoman,Palos de Agua,1,*,*
1031,Tecoman,El Pedazo (Rafael Arambula),7,*,*
1032,Tecoman,Ejido Vicente Guerrero,5,*,*
1033,Tecoman,Las Pilas,8,*,*
1034,Tecoman,Las Placetas,5,*,*
1035,Tecoman,La Planta [Talleres],6,*,*
1036,Tecoman,El Mamey (Porfirio Nunez),1,*,*
1037,Tecoman,El Reparito,5,*,*
1038,Tecoman,La Providencia Dos,3,*,*
1039,Tecoman,La Providencia,4,*,*
1040,Tecoman,Alejandro Alatorre,4,*,*
1041,Tecoman,El Destierro,1,*,*
1042,Tecoman,Rancho Beltran,4,*,*
1043,Tecoman,Los Arrayanes,2,*,*
1044,Tecoman,Rancho de Jasso,12,*,*
1045,Tecoman,Rancho de Garibay,8,*,*
1046,Tecoman,Las Mercedes,16,10,6
1047,Tecoman,Javier Martinez,1,*,*
1048,Tecoman,Grotto,1,*,*
1049,Tecoman,El Cuatro,5,*,*
1050,Tecoman,Rancho Indomable,1,*,*
1051,Tecoman,Rancho Nuevo,5,*,*
1052,Tecoman,Rancho Nuevo (Pozo Cinco),8,*,*
1053,Tecoman,Rancho Rodriguez (El Naranjo),6,*,*
1054,Tecoman,San Jose (Jose Estrada),5,*,*
1055,Tecoman,El Chato,1,*,*
1056,Tecoman,El Padre,4,*,*
1057,Tecoman,Rancho de Don Jose,1,*,*
1058,Tecoman,Carimacha,1,*,*
1059,Tecoman,El Delirio,1,*,*
1060,Tecoman,Rancho Viejo,5,*,*
1061,Tecoman,El Retorno,5,*,*
1062,Tecoman,Roxana,5,*,*
1063,Tecoman,San Jose (Juan Madrigal),6,*,*
1064,Tecoman,El Chococo la Lomita,1,*,*
1065,Tecoman,Salvador Nunez,1,*,*
1066,Tecoman,Salvador Palafox,6,*,*
1067,Tecoman,San Felipe,1,*,*
1068,Tecoman,Crucero de la Primavera,9,*,*
1069,Tecoman,San Rafael,3,*,*
1070,Tecoman,San Rafael,1,*,*
1071,Tecoman,Santa Elena,1,*,*
1072,Tecoman,Santa Maria,8,*,*
1073,Tecoman,El Mangal,5,*,*
1074,Tecoman,Isidro Galvan,5,*,*
1075,Tecoman,Los Tamarindos,7,*,*
1076,Tecoman,El Tambor,1,*,*
1077,Tecoman,El Durazno (Don Natalio),1,*,*
1078,Tecoman,Tranquilino Contreras,4,*,*
1079,Tecoman,El Trebol,2,*,*
1080,Tecoman,Valle Verde,4,*,*
1081,Tecoman,Villa Teresita,1,*,*
1082,Tecoman,Vivienda las Bugambilias,3,*,*
1083,Tecoman,Ninguno [Zona de Tolerancia],4,3,1
1084,Tecoman,Rancho Amela,8,*,*
1085,Tecoman,San Lorenzo,6,*,*
1086,Tecoman,Hi Tech Irrigations,1,*,*
1087,Tecoman,Rancho Kilometro Doscientos Cincuenta y Cinco,28,16,12
1088,Tecoman,Villa Fantasia,6,*,*
1089,Tecoman,Los Almendros,1,*,*
1090,Tecoman,Arturo Noriega Pizano,123,63,60
1091,Tecoman,Arturo Padilla,2,*,*
1092,Tecoman,Beto Gudino,4,*,*
1093,Tecoman,Beto Verduzco,6,*,*
1094,Tecoman,Ninguno [Campamento de Ejidatarios],7,*,*
1095,Tecoman,Campestre Iguaneros,2,*,*
1096,Tecoman,Cinco Hermanos,10,*,*
1097,Tecoman,La Colonia,138,71,67
1098,Tecoman,El Columpio (Sergio Navarro),4,*,*
1099,Tecoman,El Coyote,1,*,*
1100,Tecoman,La Cruz,1,*,*
1101,Tecoman,Chano Rodriguez,1,*,*
1102,Tecoman,Daniel Arrenquin,5,*,*
1103,Tecoman,Don Raul,4,*,*
1104,Tecoman,Rancho Wendy,6,*,*
1105,Tecoman,Elena Betancourt,9,*,*
1106,Tecoman,Elisa Figueroa,6,*,*
1107,Tecoman,Fabrica de Rejas,5,*,*
1108,Tecoman,Fenix,2,*,*
1109,Tecoman,Fraccion Palo Cahuite,2,*,*
1110,Tecoman,Francisco Rojas (Corral de Chivas),8,*,*
1111,Tecoman,San Jose de Jesus [Granja],4,*,*
1112,Tecoman,Green Cuts,2,*,*
1113,Tecoman,El Higueral,1,*,*
1114,Tecoman,Jesus Gomez,1,*,*
1115,Tecoman,Jose Barreto,5,*,*
1116,Tecoman,El Jobero,7,*,*
1117,Tecoman,La Joya,1,*,*
1118,Tecoman,Juan Pedro Dos,2,*,*
1119,Tecoman,Juan Pedro Tres,3,*,*
1120,Tecoman,Juan Pedro Cuatro,5,*,*
1121,Tecoman,Lupe George,3,*,*
1122,Tecoman,Manuel Gonzalez,3,*,*
1123,Tecoman,Marco Antonio Cortes,1,*,*
1124,Tecoman,Los Mendoza,4,*,*
1125,Tecoman,Apasco [Mina de Yeso],4,*,*
1126,Tecoman,Mocambo Dos,8,*,*
1127,Tecoman,El Nopalito,2,*,*
1128,Tecoman,La Nube,3,*,*
1129,Tecoman,Octavio Gomez Maldonado,1,*,*
1130,Tecoman,Zanja Prieta (Olegario Torres),5,*,*
1131,Tecoman,Los Paracaidistas,1,*,*
1132,Tecoman,La Parota (Antonio Figueroa),1,*,*
1133,Tecoman,El Pascual (Eleuterio Pena),1,*,*
1134,Tecoman,La Platanera,4,*,*
1135,Tecoman,Presa el Pelillo,15,10,5
1136,Tecoman,Campo Real,6,*,*
1137,Tecoman,Rancho de Diaz,3,*,*
1138,Tecoman,Ninguno,1,*,*
1139,Tecoman,Ninguno,8,4,4
1140,Tecoman,Rancho Viejo (Javier Gonzalez),5,*,*
1141,Tecoman,La Ratonera (Humberto Verduzco),4,*,*
1142,Tecoman,El Rodeo Dos,2,*,*
1143,Tecoman,Las Rositas,11,*,*
1144,Tecoman,El Sacrificio,4,*,*
1145,Tecoman,Salvador Romero (El Vidrios),1,*,*
1146,Tecoman,San Antonio,5,*,*
1147,Tecoman,San Isidro,5,*,*
1148,Tecoman,Santa Gertrudis,5,*,*
1149,Tecoman,El Servilleto (Arturo Salazar),2,*,*
1150,Tecoman,El Tamarindo,1,*,*
1151,Tecoman,Colonia las Palmas,2,*,*
1152,Tecoman,Los Tres Manguitos,1,*,*
1153,Tecoman,Valle Nuevo,5,*,*
1154,Tecoman,Los Colorines,3,*,*
1155,Tecoman,Dos Hermanos,3,*,*
1156,Tecoman,Jose Guadalupe Garcia,3,*,*
1157,Tecoman,Jorge Chacon,2,*,*
1158,Tecoman,Nuevo Pozo Tres,3,*,*
1159,Tecoman,Rancho W,9,*,*
1160,Tecoman,Rogelio Arteaga,2,*,*
1161,Tecoman,Los Laureles,1,*,*
1162,Tecoman,El Suli,1,*,*
1163,Tecoman,Jardin Funeral Vida Eterna,6,*,*
1164,Tecoman,Los Olivos,5,*,*
1165,Tecoman,Ramon Lopez,1,*,*
1166,Tecoman,San Fernando,3,*,*
1167,Tecoman,San Francisco,5,*,*
1168,Tecoman,Rancho Sandoval,2,*,*
1169,Tecoman,Puerta Caleras SPR de RI,6,*,*
1170,Tecoman,El Diamante,5,*,*
1171,Tecoman,Linda Vista,85,49,36
1175,Villa de Alvarez,Ciudad de Villa de alvarez,117600,57124,60476
1176,Villa de Alvarez,Agua Dulce,146,75,71
1177,Villa de Alvarez,El Carrizal,26,16,10
1178,Villa de Alvarez,El Carrizalillo,1,*,*
1179,Villa de Alvarez,El Chivato (Providencia),173,82,91
1180,Villa de Alvarez,Las Joyitas,187,107,80
1181,Villa de Alvarez,Juluapan,450,216,234
1182,Villa de Alvarez,Lagunas Cuatas,8,*,*
1183,Villa de Alvarez,El Mixcuate,303,166,137
1184,Villa de Alvarez,El Naranjal,136,76,60
1185,Villa de Alvarez,La Palmita Grande,1,*,*
1186,Villa de Alvarez,Pastores,21,15,6
1187,Villa de Alvarez,Penitas (El Seis),70,34,36
1188,Villa de Alvarez,Los Picachos,93,50,43
1189,Villa de Alvarez,Los Polanco (Hacienda Vieja),1,*,*
1190,Villa de Alvarez,Pueblo Nuevo,220,115,105
1191,Villa de Alvarez,La Puerta del Espinal,2,*,*
1192,Villa de Alvarez,San Jose,6,*,*
1193,Villa de Alvarez,Trapichillos,1,*,*
1194,Villa de Alvarez,El Volantin,4,*,*
1195,Villa de Alvarez,El Aguacate,1,*,*
1196,Villa de Alvarez,La Lima,102,49,53
1197,Villa de Alvarez,El Pochote,4,*,*
1198,Villa de Alvarez,Las Colonias,19,9,10
1199,Villa de Alvarez,El Nuevo Naranjal,123,69,54
1200,Villa de Alvarez,Los Cafetos,8,*,*
1201,Villa de Alvarez,Rancho Aguirre,6,*,*
1202,Villa de Alvarez,Rancho Blanco Dos,1,*,*
1203,Villa de Alvarez,La Sidra,15,6,9
1204,Villa de Alvarez,La Palmita Chica,2,*,*
1205,Villa de Alvarez,Agua Fria,6,*,*
1206,Villa de Alvarez,Colonia el Espinal,12,6,6
1207,Villa de Alvarez,Bernardino Corona,3,*,*
1208,Villa de Alvarez,El Fresnal,11,8,3
1209,Villa de Alvarez,El Capire,4,*,*
